,Date,Denomination,Mint,Obverse,Reverse,Obverse_URL,Reverse_URL
9182,AD 140 - AD 143,Denarius,Rome,"ANTONINVS AVG PIVS P P: Head of Antoninus Pius, laureate, right","TR POT COS III: Clementia, draped, seated left, holding patera in right hand and sceptre in left",http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37100/37129-1.jpg,http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37100/37129-2.jpg
9183,AD 140 - AD 143,Denarius,Rome,"ANTONINVS AVG PIVS P P: Head of Antoninus Pius, bare, right","TR POT COS III: Italia, towered, draped, seated left on globe with zones and stars, holding cornucopiae in right hand and sceptre, nearly vertical, in left",http://numismatics.org/collectionimages/19501999/1956/1956.127.375.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.375.rev.width175.jpg
9185,AD 140 - AD 143,Denarius,Rome,"ANTONINVS AVG PIVS P P: Head of Antoninus Pius, laureate, right","TR POT COS III: Pax, draped, standing left, holding branch in right hand and cornucopiae in left",http://www-img.fitzmuseum.cam.ac.uk/img/cm/cm16/CM.42-1959(1).jpg,http://www-img.fitzmuseum.cam.ac.uk/img/cm/cm16/CM.42-1959(2).jpg
9189,AD 140 - AD 143,Aureus,Rome,"ANTONINVS AVG PIVS P P: Bust of Antoninus Pius, bare-headed, draped, sometimes cuirassed, right","TR POT COS III: Romulus, bare-headed, advancing right, holding spear and trophy",http://ww2.smb.museum/mk_edit/images/n4/4379/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n4/4379/rs_thumb.jpg
9191,AD 140 - AD 143,Aureus,Rome,"ANTONINVS AVG PIVS P P: Bust of Antoninus Pius, bare-headed, draped, sometimes cuirassed, right","TR POT COS III: Aeneas, advancing right, carrying Anchises on his left shoulder, holding Ascanius with his right hand",http://numismatics.org/collectionimages/19501999/1954/1954.256.17.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1954/1954.256.17.rev.width175.jpg
9192,AD 140 - AD 143,Aureus,Rome,"ANTONINVS AVG PIVS P P: Bust of Antoninus Pius, bare-headed, draped, sometimes cuirassed, right","TR POT COS III: Antoninus Pius and Marcus Aurelius, seated left on curule chairs on platform on right; below, an officer in front, behind a lictor",http://numismatics.org/collectionimages/19501999/1966/1966.62.2.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1966/1966.62.2.rev.width175.jpg
9197,AD 140 - AD 143,Denarius,Rome,"ANTONINVS AVG PIVS P P: Head of Antoninus Pius, bare, right","TR POT COS III: She-wolf and twins, right in cave",http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37100/37130-1.jpg,http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37100/37130-2.jpg
9198,AD 140 - AD 143,Denarius,Rome,"ANTONINVS AVG PIVS P P: Head of Antoninus Pius, laureate, right","TR POT COS III: She-wolf and twins, right in cave",http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37100/37131-1.jpg,http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37100/37131-2.jpg
9202,AD 140 - AD 143,Denarius,Rome,"ANTONINVS AVG PIVS P P: Head of Antoninus Pius, bare, right","TR POT COS III ITALIA: Italia, towered, draped, seated left on globe, holding cornucopiae in right hand and sceptre, nearly vertical, in left",http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37100/37133-1.jpg,http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37100/37133-2.jpg
9203,AD 140 - AD 143,Denarius,Rome,"ANTONINVS AVG PIVS P P: Bust of Antoninus Pius, bare-headed, draped, sometimes cuirassed, right","TR POT COS III ITALIA: Italia, towered, draped, seated left on globe, holding cornucopiae in right hand and sceptre, nearly vertical, in left",http://numismatics.org/collectionimages/19501999/1995/1995.11.157.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1995/1995.11.157.rev.width175.jpg
9204,AD 140 - AD 143,Denarius,Rome,"ANTONINVS AVG PIVS P P: Head of Antoninus Pius, laureate, right","TR POT COS III ITALIA: Italia, towered, draped, seated left on globe, holding cornucopiae in right hand and sceptre, nearly vertical, in left",http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37100/37135-1.jpg,http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37100/37135-2.jpg
9211,AD 140 - AD 143,Denarius,Rome,"ANTONINVS AVG PIVS P P TR P COS III: Head of Antoninus Pius, bare, left","TRANQVILLITAS AVG: Tranquilitas, sometimes towered, standing left, holding rudder in right hand and corn-ears in left",http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37100/37137-1.jpg,http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37100/37137-2.jpg
9218,AD 140 - AD 143,Denarius,Rome,"ANTONINVS AVG PIVS P P TR P COS III: Head of Antoninus Pius, laureate, right","VIRTVS AVG: Virtus (or Roma), helmeted, in military dress, standing, front, head left holding vertical spear reversed in right hand and parazonium, upright at shoulder, in left",http://numismatics.org/collectionimages/19501999/1956/1956.127.379.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.379.rev.width175.jpg
9219,AD 140 - AD 143,Denarius,Rome,"ANTONINVS AVG PIVS P P TR P COS III: Bust of Antoninus Pius, laureate, draped, right","VIRTVS AVG: Virtus (or Roma), helmeted, in military dress, standing, front, head left holding vertical spear reversed in right hand and parazonium, upright at shoulder, in left",http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37100/37139-1.jpg,http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37100/37139-2.jpg
9227,AD 140 - AD 143,Denarius,Rome,"ANTONINVS AVG PIVS P P TR P COS III: Head of Antoninus Pius, laureate, left","Antoninus Pius, bareheaded,in military dress, standing right, left foot set on globe, holding vertical spear reversed in right hand and parazonium upright at shoulder in left",http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37100/37140-1.jpg,http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37100/37140-2.jpg
9230,AD 140 - AD 143,Denarius,Rome,"ANTONINVS AVG PIVS P P COS III: Head of Antoninus Pius, laureate, right","Antoninus Pius, bareheaded,in military dress, standing right, left foot set on globe, holding vertical spear reversed in right hand and parazonium upright at shoulder in left",http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37100/37141-1.jpg,http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37100/37141-2.jpg
9233,AD 143 - AD 144,Denarius,Rome,"ANTONINVS AVG PIVS P P TR P COS III: Bust of Antoninus Pius, bare-headed, draped, sometimes cuirassed, right",IMP II: Cadeucus between two cornucopiae,http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37100/37142-1.jpg,http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37100/37142-2.jpg
9236,AD 143 - AD 144,Aureus,Rome,"ANTONINVS AVG PIVS P P TR P COS III: Head of Antoninus Pius, laureate, left","IMPERATOR II: Jupiter, naked to waist, seated on throne, left, holding thunderbolt in right hand and vertical sceptre in left",http://numismatics.org/collectionimages/19501999/1972/1972.62.3.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1972/1972.62.3.rev.width175.jpg
9240,AD 143 - AD 144,Aureus,Rome,"ANTONINVS AVG PIVS P P TR P COS III: Head of Antoninus Pius, bare, right","IMPERATOR II: Victory, winged, draped, soaring right, holding trophy in both hands.",http://numismatics.org/collectionimages/19501999/1963/1963.150.1.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1963/1963.150.1.rev.width175.jpg
9244,AD 143 - AD 144,Denarius,Rome,"ANTONINVS AVG PIVS P P TR P COS III: Head of Antoninus Pius, bare, right","IMPERATOR II: Victory, winged, draped, standing left, holding wreath in extended right hand and palm in left",http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37100/37143-1.jpg,http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37100/37143-2.jpg
9245,AD 143 - AD 144,Denarius,Rome,"ANTONINVS AVG PIVS P P TR P COS III: Head of Antoninus Pius, laureate, right","IMPERATOR II: Victory, winged, draped, standing left, holding wreath in extended right hand and palm in left",http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37100/37152-1.jpg,http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37100/37152-2.jpg
9246,AD 143 - AD 144,Denarius,Rome,"ANTONINVS AVG PIVS P P TR P COS III: Bust of Antoninus Pius, laureate, draped, right","IMPERATOR II: Victory, winged, draped, standing left, holding wreath in extended right hand and palm in left",http://numismatics.org/collectionimages/19501999/1974/1974.999.38.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1974/1974.999.38.rev.width175.jpg
9248,AD 143 - AD 144,Denarius,Rome,"ANTONINVS AVG PIVS P P COS III: Bust of Antoninus Pius, laureate, draped, right","IMPERATOR II: Victory, winged, draped, standing left, holding wreath in extended right hand and palm in left",http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37100/37153-1.jpg,http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37100/37153-2.jpg
9249,AD 143 - AD 144,Denarius,Rome,"ANTONINVS AVG PIVS P P TR P COS III: Head of Antoninus Pius, laureate, right",IMPERATOR II: Winged cadeucus between crossed cornuacopiae,http://www3.hhu.de/muenzkatalog/mk_edit/images/n6/6580/vs_thumb.jpg,http://www3.hhu.de/muenzkatalog/mk_edit/images/n6/6580/rs_thumb.jpg
9256,AD 143 - AD 144,Denarius,Rome,"ANTONINVS AVG PIVS P P: Head of Antoninus Pius, laureate, right","COS III DES IIII: Pax, draped, standing left, holding branch downwards in extended right hand and cornucopiae in left",http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37100/37156-1.jpg,http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37100/37156-2.jpg
9257,AD 143 - AD 144,Denarius,Rome,"ANTONINVS AVG PIVS P P: Head of Antoninus Pius, laureate, right","COS III DES IIII: Virtus, helmeted, in military dress, standing front, head left, holding vertical spear reversed in right hand and parazonium upwards in left",http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37100/37158-1.jpg,http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37100/37158-2.jpg
9260,AD 143 - AD 144,Aureus,Rome,"ANTONINVS AVG PIVS P P: Head of Antoninus Pius, laureate, right","TR P COS III DES IIII: Jupiter, naked to waist, seated on throne, left, holding thunderbolt in right hand and vertical sceptre in left",http://numismatics.org/collectionimages/19501999/1956/1956.184.39.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.184.39.rev.width175.jpg
9262,AD 143 - AD 144,Aureus,Rome,"ANTONINVS AVG PIVS P P: Head of Antoninus Pius, laureate, left","TR P COS III DES IIII: Victory, flying right, holding trophy in both hands",http://www.britishmuseum.org/collectionimages/AN00658/AN00658429_001_l.jpg,http://www.britishmuseum.org/collectionimages/AN00649/AN00649713_001_l.jpg
9265,AD 145 - AD 161,Denarius,Rome,"ANTONINVS AVG PIVS P P: Head of Antoninus Pius, laureate, right",AED DIVI AVG REST COS IIII: Octostyle temple containing statues of Divus Augustus and Livia,"http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_153036/record_DE-MUS-062622_kenom_153036_vs.jpg/full/120,/0/default.jpg","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_153036/record_DE-MUS-062622_kenom_153036_rs.jpg/full/120,/0/default.jpg"
9271,AD 145 - AD 161,Denarius,Rome,"ANTONINVS AVG PIVS P P: Head of Antoninus Pius, laureate, right","COS IIII: Aequitas, draped, standing left, holding scales in extended right hand and vertical rod in left",http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37100/37165-1.jpg,http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37100/37165-2.jpg
9274,AD 145 - AD 161,Denarius,Rome,"ANTONINVS AVG PIVS P P: Head of Antoninus Pius, laureate, right","COS IIII: Concordia, draped, standing left, holding patera in extended right hand and vertical sceptre in left",http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37100/37167-1.jpg,http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37100/37167-2.jpg
9275,AD 145 - AD 161,Denarius,Rome,"ANTONINVS AVG PIVS P P: Head of Antoninus Pius, laureate, right","COS IIII: Pax(or Felicitas), draped, standing left, holding branch in extended right hand and long vertical caduceus in left",http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37100/37170-1.jpg,http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37100/37170-2.jpg
9277,AD 145 - AD 161,Aureus,Rome,"ANTONINVS AVG PIVS P P: Head of Antoninus Pius, laureate, right","COS IIII: Felicitas, draped, standing left, holding capricorn in right hand and long caduceus in left",http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37100/37171-1.jpg,http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37100/37171-2.jpg
9278,AD 145 - AD 161,Aureus,Rome,"ANTONINVS AVG PIVS P P: Bust of Antoninus Pius, laureate, draped, sometimes draped and cuirassed, right","COS IIII: Felicitas, draped, standing left, holding capricorn in right hand and long caduceus in left",http://numismatics.org/collectionimages/19501999/1954/1954.256.38.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1954/1954.256.38.rev.width175.jpg
9283,AD 145 - AD 161,Denarius,Rome,"ANTONINVS AVG PIVS P P: Head of Antoninus Pius, laureate, right",COS IIII: Clasped hands holding caduceus between two corn-ears,http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37100/37199-1.jpg,http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37100/37199-2.jpg
9284,AD 145 - AD 161,Denarius,Rome,"ANTONINVS AVG PIVS P P: Head of Antoninus Pius, laureate, right",COS IIII: Winged thunderbolt lying horizontal on draped throne,http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37200/37213-1.jpg,http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37200/37213-2.jpg
9286,AD 145 - AD 161,Aureus,Rome,"ANTONINVS AVG PIVS P P: Head of Antoninus Pius, laureate, right","COS IIII (round) | LIB V (in field): Liberalitas, draped, standing left, holding account board in right hand and cornucopiae in left",http://numismatics.org/collectionimages/19501999/1956/1956.184.40.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.184.40.rev.width175.jpg
9287,AD 145 - AD 161,Aureus,Rome,"ANTONINVS AVG PIVS P P: Bust of Antoninus Pius, laureate, draped, right","FORTVNA OBSEQVENS COS IIII: Fortuna, draped, standing left, holding patera and rudder on prow in right hand and cornucopiae in left",http://numismatics.org/collectionimages/19501999/1966/1966.62.3.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1966/1966.62.3.rev.width175.jpg
9288,AD 145 - AD 161,Aureus,Rome,"ANTONINVS AVG PIVS P P TR P COS IIII: Head of Antoninus Pius, laureate, right","LIB IIII: Antoninus Pius, seated left on platform on right; by him, Liberalitas standing left, pouring coins out of cornucopiae into toga of citizen, standing right",http://numismatics.org/collectionimages/19501999/1966/1966.62.4.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1966/1966.62.4.rev.width175.jpg
9296,AD 145 - AD 161,Denarius,Rome,"ANTONINVS AVG PIVS P P: Head of Antoninus Pius, laureate, right","TEMPLVM DIV AVG REST COS IIII: Front view of octastyle temple, containing statues of Divus Augustus and Livia",http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37200/37217-1.jpg,http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37200/37217-2.jpg
9297,AD 145 - AD 161,Denarius,Rome,"ANTONINVS AVG PIVS P P: Head of Antoninus Pius, laureate, right","TEMPLVM DIVI AVG REST COS IIII: Front view of octastyle temple, containing statues of Divus Augustus and Livia",http://www.britishmuseum.org/collectionimages/AN00664/AN00664763_001_l.jpg,http://www.britishmuseum.org/collectionimages/AN00664/AN00664760_001_l.jpg
9300,AD 145 - AD 161,Aureus,Rome,"ANTONINVS AVG PIVS P P: Head of Antoninus Pius, bare, right","TR POT COS IIII: Roma, seated left, holding Victory in right hand and spear in left",http://numismatics.org/collectionimages/19501999/1969/1969.26.1.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1969/1969.26.1.rev.width175.jpg
9301,AD 145 - AD 161,Aureus,Rome,"ANTONINVS AVG PIVS P P: Bust of Antoninus Pius, bare-headed, draped, sometimes cuirassed, right","TR POT COS IIII: Roma, seated left, holding Victory in right hand and spear in left",http://numismatics.org/collectionimages/19501999/1994/1994.121.1.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1994/1994.121.1.rev.width175.jpg
9302,AD 145 - AD 161,Aureus,Rome,"ANTONINVS AVG PIVS P P: Head of Antoninus Pius, laureate, right, sometimes drped on left shoulder","TR POT COS IIII: Roma, seated left, holding Victory in right hand and spear in left",http://numismatics.org/collectionimages/19501999/1967/1967.50.1.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1967/1967.50.1.rev.width175.jpg
9303,AD 145 - AD 161,Aureus,Rome,"ANTONINVS AVG PIVS P P: Bust of Antoninus Pius, laureate, draped, sometimes cuirassed, right","TR POT COS IIII: Roma, seated left, holding Victory in right hand and spear in left",http://numismatics.org/collectionimages/19001949/1944/1944.100.48144.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.48144.rev.width175.jpg
9306,AD 145 - AD 161,Denarius,Rome,"ANTONINVS AVG PIVS P P: Head of Antoninus Pius, laureate, right","TR POT COS IIII: Liberalitas, draped, standing left, holding account board in right hand and cornucopiae in left","http://www.kenom.de/iiif/image/record_DE-MUS-878719_kenom_122534/record_DE-MUS-878719_kenom_122534_vs.jpg/full/120,/0/default.jpg","http://www.kenom.de/iiif/image/record_DE-MUS-878719_kenom_122534/record_DE-MUS-878719_kenom_122534_rs.jpg/full/120,/0/default.jpg"
9307,AD 145 - AD 161,Denarius,Rome,"ANTONINVS AVG PIVS P P: Head of Antoninus Pius, laureate, right","TR POT COS IIII: Liberalitas, standing left, holding vexillum and cornucopiae",http://numismatics.org/collectionimages/19501999/1951/1951.117.13.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1951/1951.117.13.rev.width175.jpg
9309,AD 145 - AD 161,Denarius,Rome,"ANTONINVS AVG PIVS P P: Head of Antoninus Pius, laureate, right","TR POT COS IIII: Pax, draped, standing left, holding branch in extended right hand and cornucopiae in left",http://numismatics.org/collectionimages/19001949/1911/1911.23.201.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1911/1911.23.201.rev.width175.jpg
9311,AD 145 - AD 161,Denarius,Rome,"ANTONINVS AVG PIVS P P: Head of Antoninus Pius, laureate, right","TR POT COS IIII: Virtus, helmeted, in military dress standing, left holding vertical spear, reversed in right hand and parazonium, upwards, in left",http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37200/37220-1.jpg,http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37200/37220-2.jpg
9312,AD 145 - AD 161,Denarius,Rome,"ANTONINVS AVG PIVS P P: Head of Antoninus Pius, laureate, right","TR POT COS IIII LIB IIII: Liberalitas, draped, standing, left, holding abacus in right hand and cornucopiae in left",http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37200/37241-1.jpg,http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37200/37241-2.jpg
9313,AD 145 - AD 161,Quinarius aureus,Rome,"ANTONINVS AVG PIVS P P: Head of Antoninus Pius, laureate, right","TR POT COS IIII LIB IIII: Liberalitas, draped, standing, left, holding abacus in right hand and cornucopiae in left",http://numismatics.org/collectionimages/19501999/1950/1950.57.4.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1950/1950.57.4.rev.width175.jpg
9314,AD 145 - AD 161,Denarius,Rome,"ANTONINVS AVG PIVS P P: Head of Antoninus Pius, laureate, right","TR POT COS IIII LIB IIII: Liberalitas, draped, standing, left holding vexillum in right hand and cornucopiae in left",http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37200/37250-1.jpg,http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37200/37250-2.jpg
9315,AD 145 - AD 161,Aureus,Rome,"ANTONINVS AVG PIVS P P: Head of Antoninus Pius, laureate, right","VOTA SVSCEPTA DEC III COS IIII: Antoninus Pius, veiled, togate, standing left, sacrificing out of patera in right hand over tripod-altar left, left hand at side",http://numismatics.org/collectionimages/19501999/1956/1956.184.42.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.184.42.rev.width175.jpg
9316,AD 145 - AD 161,Denarius,Rome,"ANTONINVS AVG PIVS P P: Bust of Antoninus Pius, bare-headed, draped, sometimes cuirassed, right","VOTA SVSCEPTA DEC III COS IIII: Antoninus Pius, veiled, togate, standing left, sacrificing out of patera in right hand over tripod-altar left, left hand at side",http://numismatics.org/collectionimages/19001949/1905/1905.57.382.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1905/1905.57.382.rev.width175.jpg
9317,AD 145 - AD 161,Denarius,Rome,"ANTONINVS AVG PIVS P P: Head of Antoninus Pius, laureate, right","VOTA SVSCEPTA DECENNAL III COS IIII: Antoninus Pius, veiled, togate, standing left, sacrificing out of patera in right hand over tripod-altar left, left hand at side",http://numismatics.org/collectionimages/19001949/1941/1941.15.63.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1941/1941.15.63.rev.width175.jpg
9319,AD 145 - AD 161,Aureus,Rome,"ANTONINVS AVG PIVS P P TR P COS IIII: Bust of Antoninus Pius, laureate, draped, right","Minerva, helmeted, draped, standing left, holding Victory in right hand and resting left hand on round shield set on ground: spear rests against left arm",http://numismatics.org/collectionimages/19501999/1965/1965.66.1.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1965/1965.66.1.rev.width175.jpg
9321,AD 145 - AD 161,Aureus,Rome,"ANTONINVS AVG PIVS P P TR P COS IIII: Head of Antoninus Pius, bare, right","Roma, helmeted, draped, seated left on low seat holding palladium on extended right hand and vertical spear in left: at side, right, round shield",http://numismatics.org/collectionimages/19501999/1965/1965.66.2.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1965/1965.66.2.rev.width175.jpg
9322,AD 145 - AD 161,Aureus,Rome,"ANTONINVS AVG PIVS P P TR P COS IIII: Head of Antoninus Pius, laureate, right","Roma, helmeted, draped, seated left on low seat holding palladium on extended right hand and vertical spear in left: at side, right, round shield",http://numismatics.org/collectionimages/19001949/1944/1944.100.48146.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.48146.rev.width175.jpg
9327,AD 147 - AD 148,Denarius,Rome,"ANTONINVS AVG PIVS P P TR P XI: Head of Antoninus Pius, laureate, right","COS IIII: Annona, draped, standing left, holding two corn-ears in right hand over modius with corn-ears, left; in left hand an anchor set on ground",http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37200/37257-1.jpg,http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37200/37257-2.jpg
9328,AD 147 - AD 148,Denarius,Rome,"ANTONINVS AVG PIVS P P TR P XI: Head of Antoninus Pius, laureate, right","COS IIII: Annona, draped, standing left, holding corn-ears and placing left hand on modius, set on vessel, half of which is seen",http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37200/37260-1.jpg,http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37200/37260-2.jpg
9332,AD 147 - AD 148,Denarius,Rome,"ANTONINVS AVG PIVS P P TR P XI: Head of Antoninus Pius, laureate, right","COS IIII: Salus, draped, standing left, holding patera in right hand and feeding snake coiled around altar, right",http://numismatics.org/collectionimages/19501999/1956/1956.127.406.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.406.rev.width175.jpg
9334,AD 147 - AD 148,Denarius,Rome,"ANTONINVS AVG PIVS P P TR P XI: Head of Antoninus Pius, laureate, right","COS IIII: Salus, draped, standing left, holding patera in right hand feeding snake coiled around altar; she holds rudder set on globe in left hand",http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37200/37264-1.jpg,http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37200/37264-2.jpg
9336,AD 147 - AD 148,Denarius,Rome,"ANTONINVS AVG PIVS P P TR P XI: Head of Antoninus Pius, laureate, right","COS IIII: Antoninus Pius, veiled, draped, standing left, with patera in right hand sacrificing over lighted tripod- altar and holding roll in left",http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37200/37268-1.jpg,http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37200/37268-2.jpg
9337,AD 147 - AD 148,Aureus,Rome,"ANTONINVS AVG PIVS P P TR P XI: Head of Antoninus Pius, laureate, right","COS IIII LIB V: Liberalitas, draped, standing left, holding account board in right hand and cornucopiae in left",http://www.britishmuseum.org/collectionimages/AN00658/AN00658468_001_l.jpg,http://www.britishmuseum.org/collectionimages/AN00658/AN00658467_001_l.jpg
9343,AD 147 - AD 148,Aureus,Rome,"ANTONINVS AVG PIVS P P TR P XI: Head of Antoninus Pius, laureate, right","COS IIII VOTA: Antoninus Pius, standing left, sacrificing with patera over tripod",http://numismatics.org/collectionimages/19501999/1956/1956.184.43.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.184.43.rev.width175.jpg
9345,AD 147 - AD 148,Aureus,Rome,"ANTONINVS AVG PIVS P P TR P XI: Head of Antoninus Pius, laureate, right",PRIMI DECEN COS IIII: Oak-wreath,http://numismatics.org/collectionimages/19501999/1954/1954.256.18.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1954/1954.256.18.rev.width175.jpg
9346,AD 147 - AD 148,Denarius,Rome,"ANTONINVS AVG PIVS P P TR P XI: Head of Antoninus Pius, laureate, right",PRIMI DECEN COS IIII: Oak-wreath,http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37200/37270-1.jpg,http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37200/37270-2.jpg
9351,AD 147 - AD 148,Denarius,Rome,"ANTONINVS AVG PIVS P P TR P XI: Head of Antoninus Pius, laureate, right",PRIMI DECENNALES COS IIII: Oak-wreath,http://www.ikmk.at/edit/images/n62/62391/vs_thumb.jpg,http://www.ikmk.at/edit/images/n62/62391/rs_thumb.jpg
9352,AD 147 - AD 148,Aureus,Rome,"ANTONINVS AVG PIVS P P TR P XI: Bust of Antoninus Pius, laureate, with aegis on breast, right",PRIMI DECENNALES: Oak-wreath,http://ww2.smb.museum/mk_edit/images/n6/6879/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n6/6879/rs_thumb.jpg
9354,AD 148 - AD 149,Denarius,Rome,"ANTONINVS AVG PIVS P P TR P XII: Head of Antoninus Pius, laureate, right","COS IIII: Annona, draped, standing left, holding two corn-ears in right hand over modius with corn-ears, left; in left hand an anchor set on ground",http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37200/37290-1.jpg,http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/37000/37200/37290-2.jpg
9358,AD 148 - AD 149,Aureus,Rome,"ANTONINVS AVG PIVS P P TR P XII: Bust of Antoninus Pius, bare-headed, draped, right","COS IIII: Aequitas, draped, standing left, holding scales out in right hand and cornucopiae in left",http://numismatics.org/collectionimages/19501999/1972/1972.62.6.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1972/1972.62.6.rev.width175.jpg
