,Date,Denomination,Mint,Obverse,Reverse,Obverse_URL,Reverse_URL
0,25 BC - 23 BC,Quinarius,Emerita,"AVGVST: Head of Augustus, bare, left","P CARISI LEG: Victory standing right, placing wreath on trophy with dagger and sword at base",http://ww2.smb.museum/mk_edit/images/n8/8102/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n8/8102/rs_thumb.jpg
1,25 BC - 23 BC,Quinarius,Emerita,"AVGVST: Head of Augustus, bare, left","P CARISI LEG: Victory standing right, placing wreath on trophy with dagger and sword at base","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_161787/record_DE-MUS-062622_kenom_161787_vs.jpg/full/120,/0/default.jpg","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_161787/record_DE-MUS-062622_kenom_161787_rs.jpg/full/120,/0/default.jpg"
2,25 BC - 23 BC,Denarius,Emerita,"IMP CAESAR AVGVST: Head of Augustus, bare, right","P CARISIVS LEG PRO PR: Round shield, spear-head, and curved sword",http://ww2.smb.museum/mk_edit/images/n7/7794/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n7/7794/rs_thumb.jpg
3,25 BC - 23 BC,Denarius,Emerita,"IMP CAESAR AVGVST: Head of Augustus, bare, left","P CARISIVS LEG PRO PR: Round shield, spear-head, and curved sword",http://ww2.smb.museum/mk_edit/images/n2/2615/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n2/2615/rs_thumb.jpg
4,25 BC - 23 BC,Denarius,Emerita,"IMP CAESAR AVGVSTVS: Head of Augustus, bare, right","P CARISIVS LEG PRO PR: Round shield, spear-head, and curved sword",http://ww2.smb.museum/mk_edit/images/n7/7798/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n7/7798/rs_thumb.jpg
5,25 BC - 23 BC,Denarius,Emerita,"IMP CAESAR AVGVST: Head of Augustus, bare, right",P CARISIVS LEG PRO PR: Trophy erected on mound of shields,http://ww2.smb.museum/mk_edit/images/n7/7837/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n7/7837/rs_thumb.jpg
6,25 BC - 23 BC,Denarius,Emerita,"IMP CAESAR AVGVST: Head of Augustus, bare, left",P CARISIVS LEG PRO PR: Trophy erected on mound of shields,http://ww2.smb.museum/mk_edit/images/n7/7839/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n7/7839/rs_thumb.jpg
7,25 BC - 23 BC,Denarius,Emerita,"IMP CAESAR AVGVSTV: Head of Augustus, bare, right",P CARISIVS LEG PRO PR: Trophy erected on mound of shields,http://ww2.smb.museum/mk_edit/images/n7/7834/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n7/7834/rs_thumb.jpg
8,25 BC - 23 BC,Denarius,Emerita,"IMP CAESAR AVGVST: Head of Augustus, bare, right",P CARISIVS LEG PRO PR: Trophy resting on head of kneeling captive,http://www.britishmuseum.org/collectionimages/AN00632/AN00632751_001_l.jpg,http://www.britishmuseum.org/collectionimages/AN00631/AN00631282_001_l.jpg
9,25 BC - 23 BC,Denarius,Emerita,"IMP CAESAR AVGVST: Head of Augustus, bare, right",P CARISIVS LEG PRO PR: Helmet with stag horns between dagger and bipennis,http://ww2.smb.museum/mk_edit/images/n7/7800/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n7/7800/rs_thumb.jpg
10,25 BC - 23 BC,Denarius,Emerita,"IMP CAESAR AVGVST: Head of Augustus, bare, left",P CARISIVS LEG PRO PR: Helmet with stag horns between dagger and bipennis,http://ww2.smb.museum/mk_edit/images/n7/7836/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n7/7836/rs_thumb.jpg
11,25 BC - 23 BC,Denarius,Emerita,"IMP CAESAR AVGVSTV: Head of Augustus, bare, right",P CARISIVS LEG PRO PR: Helmet with stag horns between dagger and bipennis,http://ww2.smb.museum/mk_edit/images/n7/7833/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n7/7833/rs_thumb.jpg
12,25 BC - 23 BC,Denarius,Emerita,"IMP CAESAR AVGVST: Head of Augustus, bare, right","P CARISIVS LEG PRO PR EMERITA: City wall, gateway",http://ww2.smb.museum/mk_edit/images/n7/7842/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n7/7842/rs_thumb.jpg
13,25 BC - 23 BC,Denarius,Emerita,"IMP CAESAR AVGVST: Head of Augustus, bare, left","P CARISIVS LEG PRO PR EMERITA: City wall, gateway",http://ww2.smb.museum/mk_edit/images/n7/7843/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n7/7843/rs_thumb.jpg
14,25 BC - 23 BC,Denarius,Emerita,"IMP CAESAR AVGVSTV: Head of Augustus, bare, right","P CARISIVS LEG PRO PR EMERITA: City wall, gateway",http://ww2.smb.museum/mk_edit/images/n0/457/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n0/457/rs_thumb.jpg
18,25 BC - 23 BC,As,Caesaraugusta,"CAESAR AVG TR POTEST: Head of Augustus, bare, right",P CARISIVS LEG AVGVSTI: Legend in three lines,http://numismatics.org/collectionimages/19501999/1969/1969.222.1280.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1969/1969.222.1280.rev.width175.jpg
20,25 BC - 23 BC,As,Caesaraugusta,"CAESAR AVG TRIB POTEST: Head of Augustus, bare, right",P CARISIVS LEG AVGVSTI: Legend in three lines,http://ww2.smb.museum/mk_edit/images/n38/38044/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n38/38044/rs_thumb.jpg
21,25 BC - 23 BC,As,Caesaraugusta,"CAESAR AVG TRIB POTEST: Head of Augustus, bare, left",P CARISIVS LEG AVGVSTI: Legend in three lines,"http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_122803/record_DE-MUS-062622_kenom_122803_vs.jpg/full/120,/0/default.jpg","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_122803/record_DE-MUS-062622_kenom_122803_rs.jpg/full/120,/0/default.jpg"
22,25 BC - 23 BC,As,Caesaraugusta,"CAESAR AVG TRIBVN POTES: Head of Augustus, bare, left",P CARISIVS LEG AVGVSTI: Legend in three lines,http://ww2.smb.museum/mk_edit/images/n38/38060/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n38/38060/rs_thumb.jpg
24,25 BC - 23 BC,As,Caesaraugusta,"CAESAR AVG TRIBVNI POTES: Head of Augustus, bare, right",P CARISIVS LEG AVGVSTI: Legend in three lines,http://numismatics.org/collectionimages/19001949/1944/1944.100.39084.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.39084.rev.width175.jpg
26,25 BC - 23 BC,As,Caesaraugusta,"CAESAR AVGV TRIB POTEST: Head of Augustus, bare, right",P CARISIVS LEG AVGVSTI: Legend in three lines,http://ww2.smb.museum/mk_edit/images/n38/38041/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n38/38041/rs_thumb.jpg
27,25 BC - 23 BC,As,Caesaraugusta,"CAESAR AVGV TRIBVN POTES: Head of Augustus, bare, left",P CARISIVS LEG AVGVSTI: Legend in three lines,http://numismatics.org/collectionimages/19001949/1944/1944.100.39085.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.39085.rev.width175.jpg
29,25 BC - 23 BC,As,Caesaraugusta,"CAESAR AVGVST TRIB POTEST: Head of Augustus, bare, right",P CARISIVS LEG AVGVSTI: Legend in three lines,http://numismatics.org/collectionimages/19501999/1969/1969.222.1282.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1969/1969.222.1282.rev.width175.jpg
31,25 BC - 23 BC,As,Caesaraugusta,"CAESAR AVGVST TRIBVNI POTEST: Head of Augustus, bare, right",P CARISIVS LEG AVGVSTI: Legend in three lines,http://ww2.smb.museum/mk_edit/images/n38/38039/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n38/38039/rs_thumb.jpg
42,19 BC - 18 BC,Denarius,Caesaraugusta,"Head of Augustus, oak-wreathed, right",CAESAR AVGVSTVS: Legend in two lines above and below laurel branches,"http://www.kenom.de/iiif/image/record_DE-MUS-099114_kenom_183317/record_DE-MUS-099114_kenom_183317_vs.jpg/full/120,/0/default.jpg","http://www.kenom.de/iiif/image/record_DE-MUS-099114_kenom_183317/record_DE-MUS-099114_kenom_183317_rs.jpg/full/120,/0/default.jpg"
43,19 BC - 18 BC,Denarius,Caesaraugusta,"Head of Augustus, oak-wreathed, left",CAESAR AVGVSTVS: Legend in two lines above and below laurel branches,http://www.ikmk.at/edit/images/n56/56956/vs_thumb.jpg,http://www.ikmk.at/edit/images/n56/56956/rs_thumb.jpg
46,19 BC - 18 BC,Denarius,Caesaraugusta,"Head of Augustus, oak-wreathed, right",CAESAR AVGVSTVS: Legend in two lines above and below laurel branches flanking S P Q R around shield inscribed CL V,http://numismatics.org/collectionimages/19001949/1944/1944.100.39047.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.39047.rev.width175.jpg
47,19 BC - 18 BC,Denarius,Caesaraugusta,"Head of Augustus, oak-wreathed, left",CAESAR AVGVSTVS: Legend in two lines above and below laurel branches flanking S P Q R around shield inscribed CL V,http://nrs.harvard.edu/urn-3:HUAM:COIN07296_dynmc?width=240,http://www.britishmuseum.org/collectionimages/AN00632/AN00632775_001_l.jpg
48,19 BC - 18 BC,Denarius,Caesaraugusta,"CAESAR AVGVSTVS: Head of Augustus, oak-wreathed, right",DIVVS IVLIVS: Comet with eight rays and tail,http://ww2.smb.museum/mk_edit/images/n7/7709/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n7/7709/rs_thumb.jpg
49,19 BC - 18 BC,Denarius,Caesaraugusta,"CAESAR AVGVSTVS: Head of Augustus, oak-wreathed, left",DIVVS IVLIVS: Comet with eight rays and tail,http://www.ikmk.at/edit/images/n56/56910/vs_thumb.jpg,http://www.ikmk.at/edit/images/n56/56910/rs_thumb.jpg
51,19 BC - 18 BC,Denarius,Caesaraugusta,"CAESAR AVGVSTVS: Head of Augustus, oak-wreathed, left",DIVVS IVLIVS: Comet with eight rays and tail,http://ww2.smb.museum/mk_edit/images/n2/2635/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n2/2635/rs_thumb.jpg
54,19 BC - 18 BC,Denarius,Caesaraugusta,"CAESAR AVGVSTVS: Head of Augustus, bare, right",OB CIVIS SERVATOS: Oak-wreath,"http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_161788/record_DE-MUS-062622_kenom_161788_vs.jpg/full/120,/0/default.jpg","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_161788/record_DE-MUS-062622_kenom_161788_rs.jpg/full/120,/0/default.jpg"
55,19 BC - 18 BC,Denarius,Caesaraugusta,"CAESAR AVGVSTVS: Head of Augustus, bare, left",OB CIVIS SERVATOS: Oak-wreath,http://ww2.smb.museum/mk_edit/images/n2/2620/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n2/2620/rs_thumb.jpg
56,19 BC - 18 BC,Denarius,Caesaraugusta,"CAESAR AVGVSTVS: Head of Augustus, bare, right","SIGNIS RECEPTIS: Mars, helmeted and cloaked, standing front, head right, holding aquila in right hand and standard on left shoulder",http://numismatics.org/collectionimages/19001949/1948/1948.146.2.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1948/1948.146.2.rev.width175.jpg
57,20 BC - 19 BC,Denarius,Caesaraugusta,"CAESAR AVGVSTVS: Head of Augustus, bare, right",S P Q R CL V: Legend in two lines on shield,"http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_122794/record_DE-MUS-062622_kenom_122794_vs.jpg/full/120,/0/default.jpg","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_122794/record_DE-MUS-062622_kenom_122794_rs.jpg/full/120,/0/default.jpg"
58,19 BC - 18 BC,Denarius,Caesaraugusta,"CAESAR AVGVSTVS: Head of Augustus, bare, left",S P Q R CL V: Legend in two lines on shield,http://ww2.smb.museum/mk_edit/images/n7/7687/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n7/7687/rs_thumb.jpg
59,19 BC - 18 BC,Denarius,Caesaraugusta,"CAESAR AVGVSTVS: Head of Augustus, bare, right",S P Q R: CL V inscribed on shield,http://ww2.smb.museum/mk_edit/images/n7/7688/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n7/7688/rs_thumb.jpg
60,19 BC - 18 BC,Denarius,Caesaraugusta,"CAESAR AVGVSTVS: Head of Augustus, bare, left",S P Q R: CL V inscribed on shield,http://numismatics.org/collectionimages/19001949/1944/1944.100.39040.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.39040.rev.width175.jpg
62,19 BC - 18 BC,Denarius,Caesaraugusta,"CAESAR AVGVSTVS: Head of Augustus, bare, right","S P Q R: Victory flying right with wreath above shield inscribed CL V, column in background",http://ww2.smb.museum/mk_edit/images/n7/7513/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n7/7513/rs_thumb.jpg
69,20 BC - 19 BC,Aureus,Colonia Patricia,"Head of Augustus, laureate, right",CAESAR AVGVSTVS: Legend in two lines above and below laurel branches,http://numismatics.org/collectionimages/19501999/1957/1957.172.1489.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1957/1957.172.1489.rev.width175.jpg
71,20 BC - 19 BC,Denarius,Colonia Patricia,"Head of Augustus, laureate, right",CAESAR AVGVSTVS: Legend in two lines above and below laurel branches,"http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_184370/record_DE-MUS-062622_kenom_184370_vs.jpg/full/120,/0/default.jpg","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_184370/record_DE-MUS-062622_kenom_184370_rs.jpg/full/120,/0/default.jpg"
72,20 BC - 19 BC,Aureus,Colonia Patricia,"Head of Augustus, laureate, right",CAESAR AVGVSTVS: Legend in two lines above and below laurel branches flanking S P Q R around shield inscribed CL V,http://www.britishmuseum.org/collectionimages/AN00657/AN00657337_001_l.jpg,http://www.britishmuseum.org/collectionimages/AN00632/AN00632809_001_l.jpg
74,20 BC - 19 BC,Aureus,Colonia Patricia,"Head of Augustus, laureate, right",FORT RED CAES AVG S P Q R: Legend in three lines inscribed on rectangular altar,http://ww2.smb.museum/mk_edit/images/n6/6978/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n6/6978/rs_thumb.jpg
76,20 BC - 19 BC,Denarius,Colonia Patricia,"Head of Augustus, laureate, right",FORT RED CAES AVG S P Q R: Legend in three lines inscribed on rectangular altar,http://ww2.smb.museum/mk_edit/images/n7/7749/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n7/7749/rs_thumb.jpg
77,20 BC - 19 BC,Denarius,Colonia Patricia,"Head of Augustus, laureate, left",FORT RED CAES AVG S P Q R: Legend in three lines inscribed on rectangular altar,http://ww2.smb.museum/mk_edit/images/n7/7750/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n7/7750/rs_thumb.jpg
80,20 BC - 19 BC,Denarius,Colonia Patricia,"Head of Augustus, laureate, left",FORTVN REDVC CAESARI AVG S P Q R: Legend in three lines inscribed on rectangular altar,http://numismatics.org/collectionimages/19001949/1944/1944.100.39050.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.39050.rev.width175.jpg
81,19 BC - 15 BC,Denarius,Colonia Patricia,"Head of Augustus, bare, right",IOVI VOT SVSC PRO SAL CAES AVG S P Q R: Legend in five lines in oak-wreath,http://ww2.smb.museum/mk_edit/images/n7/7768/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n7/7768/rs_thumb.jpg
84,19 BC,Aureus,Colonia Patricia,"AVGVSTVS: Head of Augustus, bare, right","SIGNIS RECEPTIS: Mars, helmeted and cloaked, standing left, head right, holding aquila and standard",http://www.ikmk.at/edit/images/n56/56778/vs_thumb.jpg,http://www.ikmk.at/edit/images/n56/56778/rs_thumb.jpg
87,19 BC,Aureus,Colonia Patricia,"CAESAR AVGVSTVS: Head of Augustus, bare, right","IOV TON: Jupiter, standing left, in hexastyle temple, holding thunderbolt in right hand and leaning left on sceptre",http://numismatics.org/collectionimages/19001949/1944/1944.100.39079.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.39079.rev.width175.jpg
89,19 BC,Denarius,Colonia Patricia,"CAESAR AVGVSTVS: Head of Augustus, bare, left","IOV TON: Jupiter, standing left, in hexastyle temple, holding thunderbolt in right hand and leaning left on sceptre",http://ww2.smb.museum/mk_edit/images/n7/7705/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n7/7705/rs_thumb.jpg
91,19 BC,Aureus,Colonia Patricia,"CAESAR AVGVSTVS: Head of Augustus, bare, right","IOVIS TONANT: Jupiter, standing left, in hexastyle temple, holding thunderbolt in right hand and leaning left on sceptre",http://numismatics.org/collectionimages/19501999/1954/1954.256.5.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1954/1954.256.5.rev.width175.jpg
94,19 BC,Denarius,Colonia Patricia,"CAESAR AVGVSTVS: Head of Augustus, bare, right","MAR VLT: Tetrastyle round domed temple, Mars, helmeted and cloaked, standing inside left, holding aquila in right hand and parazonium in left","http://www.kenom.de/iiif/image/record_DE-MUS-099114_kenom_188029/record_DE-MUS-099114_kenom_188029_vs.jpg/full/120,/0/default.jpg","http://www.kenom.de/iiif/image/record_DE-MUS-099114_kenom_188029/record_DE-MUS-099114_kenom_188029_rs.jpg/full/120,/0/default.jpg"
96,19 BC,Denarius,Colonia Patricia,"CAESAR AVGVSTVS: Head of Augustus, bare, right","MART VLT: Tetrastyle round domed temple, Mars, helmeted and cloaked, standing inside left, holding aquila in right hand and parazonium in left",http://pecunia.zaw.uni-heidelberg.de/mk_edit/images/n0/31/vs_thumb.jpg,http://pecunia.zaw.uni-heidelberg.de/mk_edit/images/n0/31/rs_thumb.jpg
99,19 BC,Denarius,Colonia Patricia,"CAESAR AVGVSTVS: Head of Augustus, bare, right","MARTIS VLTORIS: Tetrastyle round domed temple, Mars standing inside left, with legionary insignia and parazonium",http://ww2.smb.museum/mk_edit/images/n7/7702/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n7/7702/rs_thumb.jpg
103,19 BC,Denarius,Colonia Patricia,"CAESAR AVGVSTVS: Head of Augustus, bare, right",OB CIVIS SERVATOS: Legend in two lines above and below oak-wreath,http://ww2.smb.museum/mk_edit/images/n7/7662/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n7/7662/rs_thumb.jpg
104,19 BC,Denarius,Colonia Patricia,"CAESAR AVGVSTVS: Head of Augustus, bare, left",OB CIVIS SERVATOS: Legend in two lines above and below oak-wreath,http://ww2.smb.museum/mk_edit/images/n7/7656/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n7/7656/rs_thumb.jpg
107,19 BC,Denarius,Colonia Patricia,"CAESAR AVGVSTVS: Head of Augustus, bare, right",OB CIVIS SERVATOS: Legend in three lines in oak-wreath,"http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_122796/record_DE-MUS-062622_kenom_122796_vs.jpg/full/120,/0/default.jpg","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_122796/record_DE-MUS-062622_kenom_122796_rs.jpg/full/120,/0/default.jpg"
110,19 BC,Denarius,Colonia Patricia,"CAESAR AVGVSTVS: Head of Augustus, bare, right","OB CIVIS SERVATOS: Shield inscribed with S P Q R /C LV in two lines, in oak-wreath",http://ww2.smb.museum/mk_edit/images/n7/7671/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n7/7671/rs_thumb.jpg
112,19 BC,Aureus,Colonia Patricia,"CAESAR AVGVSTVS: Head of Augustus, bare, right","SIGNIS RECEPTIS: Mars, helmeted and cloaked, standing front, head right, holding aquila in right hand and standard on left shoulder",http://www.ikmk.at/edit/images/n127/127394/vs_thumb.jpg,http://www.ikmk.at/edit/images/n127/127394/rs_thumb.jpg
114,19 BC,Denarius,Colonia Patricia,"CAESAR AVGVSTVS: Head of Augustus, bare, left","SIGNIS RECEPTIS: Mars, helmeted and cloaked, standing front, head right, holding aquila in right hand and standard on left shoulder",http://ww2.smb.museum/mk_edit/images/n7/7692/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n7/7692/rs_thumb.jpg
115,19 BC,Denarius,Colonia Patricia,"CAESAR AVGVSTVS: Head of Augustus, bare, right","SIGNIS RECEPTIS: Mars, helmeted and cloaked, standing front, head right, holding aquila in right hand and standard on left shoulder",http://ww2.smb.museum/mk_edit/images/n7/7691/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n7/7691/rs_thumb.jpg
116,19 BC,Denarius,Colonia Patricia,"CAESAR AVGVSTVS: Head of Augustus, bare, left","SIGNIS RECEPTIS: Mars, helmeted and cloaked, standing front, head right, holding aquila in right hand and standard on left shoulder",http://ww2.smb.museum/mk_edit/images/n7/7693/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n7/7693/rs_thumb.jpg
119,19 BC,Aureus,Colonia Patricia,"CAESAR AVGVSTVS: Head of Augustus, bare, right","SIGNIS RECEPTIS: Round shield inscribed CL V, with S P Q R in corners between aquila, left, and standard, right",http://www.ikmk.at/edit/images/n56/56785/vs_thumb.jpg,http://www.ikmk.at/edit/images/n56/56785/rs_thumb.jpg
121,19 BC - 15 BC,Denarius,Colonia Patricia,"CAESAR AVGVSTVS: Head of Augustus, bare, right","SIGNIS RECEPTIS: Round shield inscribed CL V, with S P Q R in corners between aquila, left, and standard, right","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_123503/record_DE-MUS-062622_kenom_123503_vs.jpg/full/120,/0/default.jpg","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_123503/record_DE-MUS-062622_kenom_123503_rs.jpg/full/120,/0/default.jpg"
122,19 BC - 15 BC,Denarius,Colonia Patricia,"CAESAR AVGVSTVS: Head of Augustus, bare, left","SIGNIS RECEPTIS: Round shield inscribed CL V, with S P Q R in corners between aquila, left, and standard, right",http://ww2.smb.museum/mk_edit/images/n7/7681/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n7/7681/rs_thumb.jpg
123,19 BC - 15 BC,Denarius,Colonia Patricia,"CAESAR AVGVSTVS: Head of Augustus, bare, right","SIGNIS RECEPTIS: Round shield inscribed CL V, with S P Q R in corners between aquila, right, and standard, left",http://ww2.smb.museum/mk_edit/images/n7/7679/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n7/7679/rs_thumb.jpg
124,19 BC,Denarius,Colonia Patricia,"CAESAR AVGVSTVS: Head of Augustus, bare, left","SIGNIS RECEPTIS: Round shield inscribed CL V, with S P Q R in corners between aquila, right, and standard, left",http://ww2.smb.museum/mk_edit/images/n7/7682/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n7/7682/rs_thumb.jpg
131,19 BC,Denarius,Colonia Patricia,"CAESAR AVGVSTVS: Head of Augustus, bare, right","S P Q R: Victory flying right, with wreath above shield inscribed CLV, column in background",http://numismatics.org/collectionimages/19001949/1944/1944.100.39058.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.39058.rev.width175.jpg
132,19 BC,Denarius,Colonia Patricia,"CAESAR AVGVSTVS: Head of Augustus, bare, right","S P Q R: Victory flying right, with wreath above shield inscribed CLV, column in background",http://numismatics.org/collectionimages/19501999/1978/1978.27.2.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1978/1978.27.2.rev.width175.jpg
133,18 BC,Denarius,Colonia Patricia,"S P Q R PARE CONS SVO: Toga picta over tunica palmata between aquila, left, and wreath, right","CAESARI AVGVSTO: Slow quadriga right, with four miniature horses",http://ww2.smb.museum/mk_edit/images/n2/2631/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n2/2631/rs_thumb.jpg
134,18 BC,Denarius,Colonia Patricia,"S P Q R PAREN CONS SVO: Toga picta over tunica palmata between aquila, left, and wreath, right","CAESARI AVGVSTO: Slow quadriga right, with four miniature horses",http://ww2.smb.museum/mk_edit/images/n7/7738/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n7/7738/rs_thumb.jpg
136,18 BC,Denarius,Colonia Patricia,"S P Q R PARENT CONS SVO: Toga picta over tunica palmata between aquila, left, and wreath, right","CAESARI AVGVSTO: Slow quadriga right, with four miniature horses","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_122799/record_DE-MUS-062622_kenom_122799_vs.jpg/full/120,/0/default.jpg","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_122799/record_DE-MUS-062622_kenom_122799_rs.jpg/full/120,/0/default.jpg"
137,18 BC,Denarius,Colonia Patricia,"S P Q R PARENT CONS SVO: Toga picta over tunica palmata between aquila, left, and wreath, right","CAESARI AVGVSTO: Slow quadriga right, with four miniature horses",http://ww2.smb.museum/mk_edit/images/n7/7740/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n7/7740/rs_thumb.jpg
139,18 BC,Denarius,Colonia Patricia,"CAESAR AVGVSTVS: Head of Augustus, laureate, right",DIVVS IVLIVS: Eight-rayed comet with tail upwards,http://numismatics.org/collectionimages/19001949/1944/1944.100.39051.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.39051.rev.width175.jpg
142,18 BC,Denarius,Colonia Patricia,"CAESARI AVGVSTO: Head of Augustus, laureate, right","MAR VLT: Hexastyle domed temple, aquila between two standards inside","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_122800/record_DE-MUS-062622_kenom_122800_vs.jpg/full/120,/0/default.jpg","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_122800/record_DE-MUS-062622_kenom_122800_rs.jpg/full/120,/0/default.jpg"
147,18 BC,Denarius,Colonia Patricia,"CAESARI AVGVSTO: Head of Augustus, laureate, right","S P Q R: Slow quadriga right, with four miniature horses and aquila",http://ww2.smb.museum/mk_edit/images/n7/7734/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n7/7734/rs_thumb.jpg
148,18 BC,Denarius,Colonia Patricia,"CAESARI AVGVSTO: Head of Augustus, laureate, left","S P Q R: Slow quadriga right, with four miniature horses and aquila",http://ww2.smb.museum/mk_edit/images/n0/638/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n0/638/rs_thumb.jpg
149,18 BC,Aureus,Colonia Patricia,"CAESARI AVGVSTO: Head of Augustus, laureate, right","S P Q R: Slow quadriga right, with four miniature horses and aquila",http://numismatics.org/collectionimages/19001949/1944/1944.100.39070.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.39070.rev.width175.jpg
150,18 BC,Denarius,Colonia Patricia,"CAESARI AVGVSTO: Head of Augustus, laureate, right","S P Q R: Slow quadriga right, with four miniature horses and aquila",http://ww2.smb.museum/mk_edit/images/n7/7735/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n7/7735/rs_thumb.jpg
154,18 BC,Denarius,Colonia Patricia,"CAESARI AVGVSTO: Head of Augustus, laureate, right","S P Q R: Slow quadriga left, with four miniature horses and aquila",http://numismatics.org/collectionimages/19001949/1944/1944.100.39071.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.39071.rev.width175.jpg
156,18 BC,Denarius,Colonia Patricia,"CAESARI AVGVSTO: Head of Augustus, laureate, right","S P Q R: Domed tetrastyle temple with triumphal currus standing within, right, containing aquila and four miniature galloping horses","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_122801/record_DE-MUS-062622_kenom_122801_vs.jpg/full/120,/0/default.jpg","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_122801/record_DE-MUS-062622_kenom_122801_rs.jpg/full/120,/0/default.jpg"
